f / Hz	X / V	dX / V	Y / V	dY / V	A / V	dA / V	phi / rad	dphi/rad
1,764E+3	6,960E-7	5,307E-8	6,000E-9	4,540E-8	6,960E-7	6,984E-8	8,620E-3	6,523E-2
1,764E+3	7,000E-7	4,573E-8	4,000E-9	6,137E-8	7,000E-7	7,654E-8	5,714E-3	8,767E-2
1,764E+3	7,420E-7	5,720E-8	7,400E-8	5,478E-8	7,457E-7	7,920E-8	9,940E-2	7,398E-2
1,765E+3	8,140E-7	4,326E-8	5,200E-8	5,770E-8	8,157E-7	7,211E-8	6,380E-2	7,087E-2
1,765E+3	8,380E-7	5,761E-8	1,020E-7	4,783E-8	8,442E-7	7,488E-8	1,211E-1	5,740E-2
1,765E+3	8,700E-7	4,252E-8	1,660E-7	6,408E-8	8,857E-7	7,690E-8	1,885E-1	7,336E-2
1,766E+3	8,860E-7	5,870E-8	5,200E-8	6,079E-8	8,875E-7	8,451E-8	5,862E-2	6,865E-2
1,766E+3	8,780E-7	5,268E-8	8,000E-8	4,463E-8	8,816E-7	6,905E-8	9,087E-2	5,098E-2
1,766E+3	8,200E-7	3,873E-8	8,000E-8	5,196E-8	8,239E-7	6,481E-8	9,725E-2	6,333E-2
1,766E+3	9,780E-7	3,583E-8	1,060E-7	4,842E-8	9,837E-7	6,024E-8	1,080E-1	4,947E-2
1,766E+3	1,008E-6	5,706E-8	9,200E-8	7,244E-8	1,012E-6	9,221E-8	9,102E-2	7,185E-2
1,767E+3	9,780E-7	4,083E-8	1,080E-7	3,262E-8	9,839E-7	5,226E-8	1,100E-1	3,353E-2
1,767E+3	9,420E-7	4,922E-8	4,800E-8	4,335E-8	9,432E-7	6,558E-8	5,091E-2	4,605E-2
1,767E+3	9,840E-7	3,727E-8	1,400E-7	4,601E-8	9,939E-7	5,921E-8	1,413E-1	4,675E-2
1,768E+3	1,206E-6	4,236E-8	1,620E-7	4,737E-8	1,217E-6	6,355E-8	1,335E-1	3,933E-2
1,768E+3	1,118E-6	5,016E-8	2,140E-7	4,505E-8	1,138E-6	6,742E-8	1,891E-1	4,071E-2
1,768E+3	1,124E-6	4,124E-8	2,060E-7	4,693E-8	1,143E-6	6,248E-8	1,813E-1	4,183E-2
1,768E+3	1,178E-6	5,050E-8	1,780E-7	5,001E-8	1,191E-6	7,107E-8	1,500E-1	4,262E-2
1,768E+3	1,184E-6	3,772E-8	2,360E-7	4,659E-8	1,207E-6	5,995E-8	1,967E-1	3,935E-2
1,769E+3	1,352E-6	3,857E-8	1,920E-7	4,059E-8	1,366E-6	5,599E-8	1,411E-1	3,009E-2
1,769E+3	1,272E-6	5,531E-8	3,320E-7	4,707E-8	1,315E-6	7,263E-8	2,553E-1	3,786E-2
1,769E+3	1,388E-6	4,512E-8	2,640E-7	3,736E-8	1,413E-6	5,858E-8	1,880E-1	2,729E-2
1,770E+3	1,324E-6	4,360E-8	2,840E-7	4,327E-8	1,354E-6	6,143E-8	2,113E-1	3,294E-2
1,770E+3	1,438E-6	5,294E-8	2,060E-7	4,146E-8	1,453E-6	6,724E-8	1,423E-1	2,912E-2
1,770E+3	1,614E-6	5,280E-8	4,080E-7	4,888E-8	1,665E-6	7,195E-8	2,476E-1	3,075E-2
1,770E+3	1,550E-6	5,292E-8	4,940E-7	5,126E-8	1,627E-6	7,367E-8	3,085E-1	3,370E-2
1,770E+3	1,550E-6	5,737E-8	4,760E-7	6,029E-8	1,621E-6	8,322E-8	2,980E-1	3,931E-2
1,771E+3	1,632E-6	7,472E-8	5,340E-7	7,504E-8	1,717E-6	1,059E-7	3,162E-1	4,674E-2
1,771E+3	1,758E-6	6,087E-8	5,940E-7	7,161E-8	1,856E-6	9,399E-8	3,258E-1	4,087E-2
1,771E+3	1,808E-6	9,577E-8	6,240E-7	7,752E-8	1,913E-6	1,232E-7	3,323E-1	4,488E-2
1,772E+3	1,796E-6	5,171E-8	6,860E-7	7,086E-8	1,923E-6	8,772E-8	3,649E-1	3,912E-2
1,772E+3	2,084E-6	7,946E-8	7,740E-7	6,983E-8	2,223E-6	1,058E-7	3,556E-1	3,483E-2
1,772E+3	2,108E-6	3,020E-7	1,100E-6	1,686E-7	2,378E-6	3,459E-7	4,810E-1	1,009E-1
1,772E+3	2,152E-6	2,072E-7	1,226E-6	1,653E-7	2,477E-6	2,650E-7	5,178E-1	8,578E-2
1,772E+3	2,252E-6	3,225E-7	1,306E-6	1,578E-7	2,603E-6	3,590E-7	5,255E-1	9,845E-2
1,773E+3	2,042E-6	1,633E-7	1,594E-6	1,734E-7	2,590E-6	2,382E-7	6,628E-1	8,947E-2
1,773E+3	2,428E-6	4,482E-8	1,630E-6	5,477E-8	2,924E-6	7,077E-8	5,912E-1	2,267E-2
1,773E+3	2,418E-6	4,898E-8	1,858E-6	4,130E-8	3,049E-6	6,407E-8	6,552E-1	1,970E-2
1,774E+3	2,462E-6	4,362E-8	2,114E-6	4,421E-8	3,245E-6	6,210E-8	7,095E-1	1,945E-2
1,774E+3	2,500E-6	3,969E-8	2,450E-6	3,916E-8	3,500E-6	5,575E-8	7,753E-1	1,746E-2
1,774E+3	2,368E-6	3,796E-8	2,682E-6	4,769E-8	3,578E-6	6,095E-8	8,475E-1	2,029E-2
1,774E+3	2,438E-6	4,034E-8	3,090E-6	4,282E-8	3,936E-6	5,883E-8	9,028E-1	1,948E-2
1,774E+3	2,030E-6	4,406E-8	3,470E-6	4,690E-8	4,020E-6	6,436E-8	1,041E+0	2,663E-2
1,775E+3	1,802E-6	4,168E-8	3,856E-6	5,403E-8	4,256E-6	6,824E-8	1,134E+0	3,066E-2
1,775E+3	1,360E-6	3,686E-8	4,090E-6	3,969E-8	4,310E-6	5,416E-8	1,250E+0	3,597E-2
1,775E+3	1,022E-6	4,538E-8	4,346E-6	4,212E-8	4,465E-6	6,191E-8	1,340E+0	6,089E-2
1,776E+3	3,840E-7	3,997E-8	4,522E-6	4,194E-8	4,538E-6	5,794E-8	1,486E+0	1,553E-1
1,776E+3	-1,000E-8	5,354E-8	4,446E-6	4,434E-8	4,446E-6	6,952E-8	1,573E+0	8,422E+0
1,776E+3	-5,420E-7	6,725E-8	4,368E-6	6,639E-8	4,401E-6	9,450E-8	1,694E+0	2,118E-1
1,776E+3	-9,640E-7	5,405E-8	4,248E-6	4,668E-8	4,356E-6	7,141E-8	1,794E+0	1,025E-1
1,776E+3	-1,278E-6	6,158E-8	3,974E-6	4,302E-8	4,174E-6	7,512E-8	1,882E+0	9,294E-2
1,777E+3	-1,560E-6	6,205E-8	3,674E-6	5,672E-8	3,991E-6	8,407E-8	1,972E+0	8,415E-2
1,777E+3	-1,910E-6	3,559E-8	3,480E-6	4,664E-8	3,970E-6	5,867E-8	2,073E+0	4,757E-2
1,777E+3	-2,000E-6	3,536E-8	3,046E-6	5,715E-8	3,644E-6	6,720E-8	2,152E+0	5,547E-2
1,778E+3	-2,088E-6	3,099E-8	2,736E-6	4,468E-8	3,442E-6	5,438E-8	2,223E+0	4,905E-2
1,778E+3	-2,134E-6	4,059E-8	2,510E-6	4,031E-8	3,295E-6	5,721E-8	2,275E+0	5,665E-2
1,778E+3	-2,192E-6	4,506E-8	2,296E-6	4,242E-8	3,174E-6	6,189E-8	2,333E+0	6,448E-2
1,778E+3	-2,138E-6	4,226E-8	2,024E-6	4,043E-8	2,944E-6	5,848E-8	2,384E+0	6,698E-2
1,778E+3	-2,190E-6	3,862E-8	1,878E-6	3,513E-8	2,885E-6	5,221E-8	2,433E+0	6,254E-2
1,779E+3	-2,124E-6	6,192E-8	1,850E-6	5,795E-8	2,817E-6	8,481E-8	2,425E+0	1,038E-1
1,779E+3	-2,090E-6	6,007E-8	1,580E-6	6,506E-8	2,620E-6	8,855E-8	2,494E+0	1,253E-1
1,779E+3	-2,094E-6	3,206E-8	1,432E-6	4,142E-8	2,537E-6	5,238E-8	2,542E+0	8,318E-2
1,780E+3	-1,940E-6	4,243E-8	1,406E-6	3,982E-8	2,396E-6	5,819E-8	2,514E+0	8,998E-2
1,780E+3	-1,902E-6	4,402E-8	1,226E-6	5,702E-8	2,263E-6	7,203E-8	2,569E+0	1,335E-1
1,780E+3	-1,864E-6	3,657E-8	1,096E-6	5,477E-8	2,162E-6	6,586E-8	2,610E+0	1,401E-1
1,780E+3	-1,906E-6	4,595E-8	1,066E-6	3,997E-8	2,184E-6	6,090E-8	2,632E+0	1,173E-1
1,780E+3	-1,884E-6	4,018E-8	1,014E-6	5,350E-8	2,140E-6	6,691E-8	2,648E+0	1,507E-1
1,781E+3	-1,762E-6	2,976E-8	8,620E-7	4,824E-8	1,962E-6	5,668E-8	2,687E+0	1,571E-1
1,781E+3	-1,756E-6	4,024E-8	8,320E-7	2,812E-8	1,943E-6	4,909E-8	2,699E+0	1,102E-1
1,781E+3	-1,696E-6	2,707E-8	7,640E-7	3,470E-8	1,860E-6	4,401E-8	2,718E+0	1,309E-1
1,782E+3	-1,604E-6	6,595E-8	7,580E-7	6,053E-8	1,774E-6	8,952E-8	2,700E+0	2,425E-1
1,782E+3	-1,600E-6	7,200E-8	8,180E-7	7,416E-8	1,797E-6	1,034E-7	2,669E+0	2,701E-1
1,782E+3	-1,582E-6	4,040E-8	6,540E-7	4,564E-8	1,712E-6	6,095E-8	2,750E+0	2,043E-1
1,782E+3	-1,582E-6	6,843E-8	5,320E-7	6,873E-8	1,669E-6	9,699E-8	2,817E+0	3,838E-1
1,782E+3	-1,478E-6	7,985E-8	5,280E-7	6,246E-8	1,569E-6	1,014E-7	2,798E+0	3,639E-1
1,783E+3	-7,880E-7	2,416E-7	6,200E-8	4,059E-7	7,904E-7	4,723E-7	3,063E+0	2,008E+1
1,783E+3	-8,260E-7	2,698E-7	1,240E-6	3,426E-7	1,490E-6	4,360E-7	2,158E+0	9,233E-1
1,783E+3	-1,442E-6	4,197E-7	-9,000E-8	3,124E-7	1,445E-6	5,232E-7	-3,079E+0	-1,073E+1
1,784E+3	-1,710E-6	1,893E-7	7,060E-7	2,209E-7	1,850E-6	2,909E-7	2,750E+0	9,126E-1
1,784E+3	-1,518E-6	1,955E-7	5,000E-7	5,172E-8	1,598E-6	2,022E-7	2,823E+0	4,663E-1
1,784E+3	-1,490E-6	1,734E-7	5,760E-7	1,493E-7	1,597E-6	2,288E-7	2,773E+0	7,880E-1
1,784E+3	-1,066E-6	2,165E-7	5,760E-7	1,200E-7	1,212E-6	2,475E-7	2,646E+0	7,698E-1
1,784E+3	-1,282E-6	3,616E-8	3,600E-7	3,640E-8	1,332E-6	5,131E-8	2,868E+0	3,010E-1
1,785E+3	-1,214E-6	3,434E-8	3,900E-7	4,416E-8	1,275E-6	5,594E-8	2,831E+0	3,304E-1
1,785E+3	-1,160E-6	3,278E-7	3,780E-7	2,421E-7	1,220E-6	4,075E-7	2,827E+0	1,979E+0
1,785E+3	-1,742E-6	4,239E-7	-5,760E-7	5,561E-7	1,835E-6	6,993E-7	-2,822E+0	-2,810E+0
1,786E+3	-1,408E-6	3,323E-7	-6,280E-7	4,971E-7	1,542E-6	5,980E-7	-2,722E+0	-2,249E+0
1,786E+3	-1,188E-6	4,101E-7	-7,280E-7	4,238E-7	1,393E-6	5,897E-7	-2,592E+0	-1,754E+0
1,786E+3	-1,154E-6	3,499E-8	3,200E-7	2,677E-8	1,198E-6	4,406E-8	2,871E+0	2,555E-1
1,786E+3	-1,094E-6	1,544E-7	4,760E-7	1,215E-7	1,193E-6	1,965E-7	2,731E+0	7,964E-1
1,786E+3	-1,126E-6	3,607E-8	2,960E-7	3,581E-8	1,164E-6	5,083E-8	2,885E+0	3,610E-1
1,787E+3	-1,152E-6	3,702E-8	3,000E-7	4,481E-8	1,190E-6	5,813E-8	2,887E+0	4,411E-1
1,787E+3	-1,226E-6	1,694E-7	1,720E-7	1,486E-7	1,238E-6	2,254E-7	3,002E+0	2,627E+0
1,787E+3	-1,202E-6	1,847E-7	2,480E-7	2,707E-7	1,227E-6	3,277E-7	2,938E+0	3,239E+0
4,912E+3	9,800E-8	3,234E-8	3,200E-8	1,381E-8	1,031E-7	3,516E-8	3,156E-1	1,714E-1
4,913E+3	1,640E-7	4,979E-8	3,600E-8	3,781E-8	1,679E-7	6,252E-8	2,161E-1	2,362E-1
4,913E+3	2,280E-7	3,709E-8	3,400E-8	2,594E-8	2,305E-7	4,526E-8	1,480E-1	1,155E-1
4,913E+3	1,340E-7	2,529E-8	5,400E-8	2,178E-8	1,445E-7	3,337E-8	3,831E-1	1,706E-1
4,914E+3	2,020E-7	1,968E-8	7,200E-8	1,758E-8	2,144E-7	2,639E-8	3,424E-1	9,000E-2
4,914E+3	2,280E-7	1,981E-8	4,600E-8	1,754E-8	2,326E-7	2,646E-8	1,991E-1	7,786E-2
4,914E+3	1,800E-7	1,414E-8	6,400E-8	1,208E-8	1,910E-7	1,860E-8	3,416E-1	6,986E-2
4,914E+3	1,920E-7	2,511E-8	4,400E-8	1,810E-8	1,970E-7	3,096E-8	2,253E-1	9,725E-2
4,914E+3	1,920E-7	2,511E-8	8,600E-8	2,011E-8	2,104E-7	3,217E-8	4,211E-1	1,128E-1
4,915E+3	2,740E-7	3,441E-8	1,000E-8	3,948E-8	2,742E-7	5,237E-8	3,648E-2	1,441E-1
4,915E+3	1,060E-7	3,667E-8	8,800E-8	2,962E-8	1,378E-7	4,713E-8	6,929E-1	3,344E-1
4,915E+3	1,860E-7	4,954E-8	2,800E-8	4,331E-8	1,881E-7	6,580E-8	1,494E-1	2,345E-1
4,916E+3	1,640E-7	5,381E-8	6,000E-9	4,994E-8	1,641E-7	7,342E-8	3,657E-2	3,046E-1
4,916E+3	2,600E-7	8,808E-8	3,080E-7	7,330E-8	4,031E-7	1,146E-7	8,697E-1	3,601E-1
4,916E+3	1,060E-7	7,612E-8	7,800E-8	3,841E-8	1,316E-7	8,526E-8	6,344E-1	5,524E-1
4,916E+3	1,960E-7	4,499E-8	2,000E-9	2,423E-8	1,960E-7	5,110E-8	1,020E-2	1,237E-1
4,916E+3	3,020E-7	3,657E-8	7,200E-8	3,652E-8	3,105E-7	5,168E-8	2,340E-1	1,221E-1
4,917E+3	1,340E-7	3,211E-8	8,000E-8	2,217E-8	1,561E-7	3,902E-8	5,382E-1	1,972E-1
4,917E+3	1,700E-7	2,661E-8	2,600E-8	2,002E-8	1,720E-7	3,331E-8	1,518E-1	1,193E-1
4,917E+3	1,920E-7	2,641E-8	6,800E-8	2,378E-8	2,037E-7	3,554E-8	3,404E-1	1,279E-1
4,918E+3	2,280E-7	2,844E-8	7,200E-8	2,238E-8	2,391E-7	3,619E-8	3,059E-1	1,024E-1
4,918E+3	2,420E-7	2,544E-8	8,000E-9	3,064E-8	2,421E-7	3,983E-8	3,305E-2	1,266E-1
4,918E+3	2,240E-7	2,468E-8	7,800E-8	3,015E-8	2,372E-7	3,897E-8	3,351E-1	1,347E-1
4,918E+3	1,840E-7	2,358E-8	7,200E-8	1,981E-8	1,976E-7	3,080E-8	3,730E-1	1,132E-1
4,918E+3	1,980E-7	2,406E-8	6,600E-8	2,268E-8	2,087E-7	3,307E-8	3,218E-1	1,173E-1
4,919E+3	1,880E-7	2,773E-8	1,240E-7	3,016E-8	2,252E-7	4,097E-8	5,831E-1	1,658E-1
4,919E+3	2,480E-7	2,131E-8	8,600E-8	1,882E-8	2,625E-7	2,843E-8	3,338E-1	7,849E-2
4,919E+3	2,480E-7	2,354E-8	6,800E-8	1,630E-8	2,572E-7	2,863E-8	2,676E-1	6,899E-2
4,920E+3	2,000E-7	2,582E-8	7,200E-8	2,103E-8	2,126E-7	3,330E-8	3,456E-1	1,104E-1
4,920E+3	2,000E-7	3,000E-8	7,000E-8	2,179E-8	2,119E-7	3,708E-8	3,367E-1	1,164E-1
4,920E+3	1,480E-7	4,392E-8	7,000E-8	3,109E-8	1,637E-7	5,381E-8	4,418E-1	2,360E-1
4,920E+3	1,840E-7	5,313E-8	1,040E-7	2,871E-8	2,114E-7	6,039E-8	5,145E-1	2,055E-1
4,920E+3	2,080E-7	4,413E-8	1,080E-7	3,262E-8	2,344E-7	5,488E-8	4,789E-1	1,768E-1
4,921E+3	2,040E-7	2,080E-8	1,000E-7	1,607E-8	2,272E-7	2,629E-8	4,558E-1	8,675E-2
4,921E+3	2,420E-7	1,930E-8	7,800E-8	2,083E-8	2,543E-7	2,840E-8	3,118E-1	8,691E-2
4,921E+3	2,640E-7	2,407E-8	1,380E-7	2,420E-8	2,979E-7	3,413E-8	4,817E-1	9,520E-2
4,922E+3	2,380E-7	2,047E-8	1,040E-7	1,998E-8	2,597E-7	2,861E-8	4,120E-1	8,673E-2
4,922E+3	2,320E-7	3,839E-8	8,800E-8	1,899E-8	2,481E-7	4,283E-8	3,625E-1	9,860E-2
4,922E+3	2,080E-7	2,764E-8	1,020E-7	2,423E-8	2,317E-7	3,676E-8	4,559E-1	1,241E-1
4,922E+3	2,220E-7	2,631E-8	1,100E-7	2,021E-8	2,478E-7	3,318E-8	4,600E-1	1,006E-1
4,922E+3	2,180E-7	2,928E-8	9,000E-8	3,109E-8	2,358E-7	4,271E-8	3,915E-1	1,451E-1
4,923E+3	2,560E-7	1,965E-8	1,060E-7	1,509E-8	2,771E-7	2,477E-8	3,926E-1	6,348E-2
4,923E+3	2,660E-7	2,231E-8	1,260E-7	1,636E-8	2,943E-7	2,766E-8	4,424E-1	6,838E-2
4,923E+3	2,960E-7	2,100E-8	1,240E-7	2,974E-8	3,209E-7	3,641E-8	3,967E-1	9,921E-2
4,924E+3	2,620E-7	2,368E-8	1,160E-7	2,268E-8	2,865E-7	3,279E-8	4,168E-1	8,977E-2
4,924E+3	2,720E-7	2,043E-8	1,080E-7	1,930E-8	2,927E-7	2,810E-8	3,780E-1	7,325E-2
4,924E+3	2,520E-7	2,300E-8	1,060E-7	1,424E-8	2,734E-7	2,705E-8	3,982E-1	6,465E-2
4,924E+3	2,760E-7	2,293E-8	1,380E-7	2,471E-8	3,086E-7	3,371E-8	4,636E-1	9,153E-2
4,924E+3	1,840E-7	7,771E-8	1,120E-7	6,220E-8	2,154E-7	9,954E-8	5,468E-1	3,815E-1
4,925E+3	2,600E-7	4,890E-8	2,080E-7	4,269E-8	3,330E-7	6,492E-8	6,747E-1	1,878E-1
4,925E+3	1,800E-7	4,873E-8	1,380E-7	4,390E-8	2,268E-7	6,559E-8	6,541E-1	2,732E-1
4,925E+3	2,760E-7	1,194E-8	1,320E-7	1,186E-8	3,059E-7	1,683E-8	4,461E-1	4,449E-2
4,926E+3	3,000E-7	1,041E-8	1,360E-7	1,542E-8	3,294E-7	1,860E-8	4,256E-1	5,046E-2
4,926E+3	2,940E-7	1,590E-8	1,680E-7	1,350E-8	3,386E-7	2,086E-8	5,191E-1	5,029E-2
4,926E+3	2,780E-7	1,158E-8	1,320E-7	9,074E-9	3,077E-7	1,471E-8	4,433E-1	3,563E-2
4,926E+3	2,880E-7	8,794E-9	1,780E-7	1,387E-8	3,386E-7	1,642E-8	5,536E-1	4,633E-2
4,926E+3	2,740E-7	1,475E-8	1,680E-7	1,655E-8	3,214E-7	2,217E-8	5,500E-1	6,176E-2
4,927E+3	2,820E-7	1,114E-8	1,680E-7	1,350E-8	3,282E-7	1,750E-8	5,373E-1	4,811E-2
4,927E+3	2,740E-7	2,220E-8	2,300E-7	2,102E-8	3,577E-7	3,057E-8	6,983E-1	8,527E-2
4,927E+3	3,100E-7	4,173E-8	1,880E-7	3,382E-8	3,626E-7	5,372E-8	5,451E-1	1,225E-1
4,928E+3	2,840E-7	2,982E-8	2,140E-7	3,298E-8	3,556E-7	4,446E-8	6,458E-1	1,204E-1
4,928E+3	2,840E-7	5,543E-8	1,780E-7	4,360E-8	3,352E-7	7,052E-8	5,599E-1	1,753E-1
4,928E+3	2,840E-7	3,602E-8	2,460E-7	3,161E-8	3,757E-7	4,793E-8	7,138E-1	1,289E-1
4,928E+3	2,660E-7	2,897E-8	3,000E-7	3,819E-8	4,009E-7	4,793E-8	8,454E-1	1,416E-1
4,928E+3	2,580E-7	3,023E-8	2,580E-7	3,249E-8	3,649E-7	4,438E-8	7,854E-1	1,351E-1
4,929E+3	2,940E-7	2,333E-8	2,980E-7	2,208E-8	4,186E-7	3,212E-8	7,922E-1	8,600E-2
4,929E+3	3,060E-7	2,789E-8	2,420E-7	2,688E-8	3,901E-7	3,873E-8	6,691E-1	9,613E-2
4,929E+3	3,140E-7	2,654E-8	2,600E-7	2,236E-8	4,077E-7	3,470E-8	6,916E-1	8,339E-2
4,930E+3	2,200E-7	8,332E-8	2,600E-7	7,863E-8	3,406E-7	1,146E-7	8,685E-1	4,209E-1
4,930E+3	1,720E-7	9,156E-8	3,900E-7	8,495E-8	4,262E-7	1,249E-7	1,155E+0	6,646E-1
4,930E+3	2,160E-7	4,964E-8	3,480E-7	4,228E-8	4,096E-7	6,520E-8	1,015E+0	2,639E-1
4,930E+3	2,800E-7	2,500E-8	3,000E-7	3,096E-8	4,104E-7	3,979E-8	8,199E-1	1,119E-1
4,930E+3	2,840E-7	2,376E-8	2,980E-7	3,385E-8	4,117E-7	4,135E-8	8,094E-1	1,142E-1
4,931E+3	3,120E-7	2,047E-8	3,320E-7	2,158E-8	4,556E-7	2,974E-8	8,164E-1	7,540E-2
4,931E+3	2,540E-7	2,178E-8	3,340E-7	2,673E-8	4,196E-7	3,448E-8	9,206E-1	1,080E-1
4,931E+3	2,840E-7	2,135E-8	3,280E-7	2,599E-8	4,339E-7	3,364E-8	8,572E-1	9,364E-2
4,932E+3	2,620E-7	1,832E-8	3,400E-7	2,041E-8	4,292E-7	2,743E-8	9,142E-1	8,426E-2
4,932E+3	2,860E-7	2,716E-8	3,580E-7	3,197E-8	4,582E-7	4,195E-8	8,967E-1	1,169E-1
4,932E+3	2,420E-7	2,734E-8	3,420E-7	2,577E-8	4,190E-7	3,757E-8	9,550E-1	1,297E-1
4,932E+3	2,720E-7	2,518E-8	3,080E-7	2,427E-8	4,109E-7	3,497E-8	8,474E-1	1,030E-1
4,932E+3	1,900E-7	4,311E-8	4,180E-7	2,361E-8	4,592E-7	4,915E-8	1,144E+0	2,675E-1
4,933E+3	1,800E-7	2,677E-8	4,300E-7	1,915E-8	4,662E-7	3,291E-8	1,174E+0	1,823E-1
4,933E+3	1,960E-7	2,676E-8	3,580E-7	2,249E-8	4,081E-7	3,495E-8	1,070E+0	1,608E-1
4,933E+3	2,540E-7	3,463E-8	3,940E-7	2,128E-8	4,688E-7	4,064E-8	9,982E-1	1,464E-1
4,934E+3	1,660E-7	3,363E-8	4,260E-7	2,257E-8	4,572E-7	4,050E-8	1,199E+0	2,511E-1
4,934E+3	1,980E-7	5,184E-8	4,280E-7	3,852E-8	4,716E-7	6,459E-8	1,137E+0	3,149E-1
4,934E+3	1,620E-7	6,092E-8	4,380E-7	5,570E-8	4,670E-7	8,254E-8	1,217E+0	4,829E-1
4,934E+3	1,900E-7	3,500E-8	4,120E-7	4,085E-8	4,537E-7	5,380E-8	1,139E+0	2,382E-1
4,934E+3	2,040E-7	9,609E-8	4,060E-7	8,964E-8	4,544E-7	1,314E-7	1,105E+0	5,749E-1
4,935E+3	7,600E-8	4,718E-8	4,680E-7	5,024E-8	4,741E-7	6,892E-8	1,410E+0	8,882E-1
4,935E+3	1,460E-7	3,685E-8	4,800E-7	3,464E-8	5,017E-7	5,057E-8	1,276E+0	3,348E-1
4,935E+3	8,600E-8	8,106E-8	5,120E-7	5,410E-8	5,192E-7	9,746E-8	1,404E+0	1,332E+0
4,936E+3	1,600E-8	8,508E-8	3,920E-7	6,656E-8	3,923E-7	1,080E-7	1,530E+0	8,140E+0
4,936E+3	1,120E-7	8,353E-8	4,480E-7	6,134E-8	4,618E-7	1,036E-7	1,326E+0	1,005E+0
4,936E+3	6,000E-8	6,589E-8	4,700E-7	4,856E-8	4,738E-7	8,185E-8	1,444E+0	1,593E+0
4,936E+3	5,000E-8	5,485E-8	4,800E-7	4,133E-8	4,826E-7	6,868E-8	1,467E+0	1,614E+0
4,936E+3	3,200E-8	5,461E-8	5,180E-7	4,769E-8	5,190E-7	7,250E-8	1,509E+0	2,579E+0
4,937E+3	4,200E-8	5,632E-8	4,860E-7	4,869E-8	4,878E-7	7,445E-8	1,485E+0	1,996E+0
4,937E+3	2,800E-8	6,318E-8	5,400E-7	5,346E-8	5,407E-7	8,277E-8	1,519E+0	3,431E+0
4,937E+3	-6,000E-9	5,855E-8	4,660E-7	5,023E-8	4,660E-7	7,714E-8	1,584E+0	1,545E+1
4,938E+3	-5,200E-8	6,931E-8	4,400E-7	5,485E-8	4,431E-7	8,839E-8	1,688E+0	2,260E+0
4,938E+3	-1,760E-7	9,904E-8	4,720E-7	7,938E-8	5,037E-7	1,269E-7	1,928E+0	1,132E+0
4,938E+3	-1,800E-8	7,724E-8	4,680E-7	6,658E-8	4,683E-7	1,020E-7	1,609E+0	6,909E+0
4,938E+3	-1,620E-7	8,161E-8	4,340E-7	5,998E-8	4,632E-7	1,013E-7	1,928E+0	1,007E+0
4,938E+3	6,000E-9	6,240E-8	4,680E-7	4,554E-8	4,680E-7	7,725E-8	1,558E+0	1,620E+1
4,939E+3	-1,280E-7	3,841E-8	4,920E-7	2,911E-8	5,084E-7	4,820E-8	1,825E+0	5,583E-1
4,939E+3	-1,800E-7	3,342E-8	4,420E-7	3,436E-8	4,772E-7	4,793E-8	1,958E+0	3,940E-1
4,939E+3	-2,400E-7	2,517E-8	4,740E-7	2,182E-8	5,313E-7	3,331E-8	2,039E+0	2,336E-1
4,940E+3	-1,760E-7	6,697E-8	4,760E-7	6,097E-8	5,075E-7	9,056E-8	1,925E+0	7,728E-1
4,940E+3	-2,260E-7	5,108E-8	4,600E-7	3,202E-8	5,125E-7	6,029E-8	2,027E+0	4,795E-1
4,940E+3	-1,380E-7	3,711E-8	4,320E-7	3,499E-8	4,535E-7	5,100E-8	1,880E+0	5,280E-1
4,940E+3	-1,340E-7	5,505E-8	4,180E-7	2,158E-8	4,390E-7	5,913E-8	1,881E+0	7,789E-1
4,940E+3	-2,400E-7	5,867E-8	3,860E-7	8,168E-8	4,545E-7	1,006E-7	2,127E+0	6,877E-1
4,941E+3	-2,520E-7	4,877E-8	3,020E-7	2,993E-8	3,933E-7	5,722E-8	2,266E+0	4,928E-1
4,941E+3	-2,600E-7	3,841E-8	4,740E-7	3,070E-8	5,406E-7	4,917E-8	2,073E+0	3,343E-1
4,941E+3	-2,760E-7	1,711E-8	4,160E-7	2,286E-8	4,992E-7	2,855E-8	2,157E+0	1,786E-1
4,942E+3	-2,880E-7	1,921E-8	3,920E-7	1,375E-8	4,864E-7	2,362E-8	2,204E+0	1,661E-1
4,942E+3	-2,860E-7	1,429E-8	4,060E-7	1,333E-8	4,966E-7	1,954E-8	2,184E+0	1,306E-1
4,942E+3	-3,020E-7	2,282E-8	3,500E-7	2,102E-8	4,623E-7	3,102E-8	2,283E+0	2,203E-1
4,942E+3	-2,860E-7	2,638E-8	3,640E-7	1,458E-8	4,629E-7	3,014E-8	2,237E+0	2,249E-1
4,942E+3	-3,600E-7	5,708E-8	3,680E-7	4,415E-8	5,148E-7	7,216E-8	2,345E+0	4,663E-1
4,943E+3	-3,100E-7	4,950E-8	3,760E-7	2,293E-8	4,873E-7	5,455E-8	2,260E+0	3,863E-1
4,943E+3	-2,980E-7	2,557E-8	3,140E-7	1,671E-8	4,329E-7	3,055E-8	2,330E+0	2,353E-1
4,943E+3	-2,460E-7	3,628E-8	2,900E-7	2,887E-8	3,803E-7	4,636E-8	2,274E+0	4,046E-1
4,944E+3	-3,540E-7	7,566E-8	3,420E-7	4,947E-8	4,922E-7	9,040E-8	2,373E+0	6,125E-1
4,944E+3	-3,680E-7	4,091E-8	3,060E-7	3,723E-8	4,786E-7	5,532E-8	2,448E+0	4,034E-1
